verkoop_productnaam,product_naam,product_groep_naam,koper_naam,eindklant_naam,is_ingepakt,handel_type,status,STICKER_AFGEDRUKT,AFLEVERDATUM,BRIEFNR,AANTAL_STUKS,bedrag,BESTELNR,BESTELDATUM,KOPER,PRODUKT,OPMERKINGNR,SORT1,SORT2,SORT3,SORT4,AANTAL_STUKS0,AANTAL_FUST,FUSTCD,STUKS_PER_FUST,PRIJS,DC,PL,STW,AFLEVERDATUM0,AFLEVERTIJD,AFLEVERLOKATIE,OPMERKING,ETIKET,HOES,STICKER,BESTELD_DOOR,INGEVOERD_DOOR,BESTELNR_BB,BESTELNR_KLANT,MUNT,ORDERNR,BRIEFNR0,REGELNR,VEILING,VERVOERDER,REGCD,BESTELNR_KOP,LL,EENH_REST,KARNR,LOCATIENR,TUIN,KARTYPE,INVOERDER,BESTELVOLGNR,BEELDV_REF,OS,BESTELTIJD,SORT5,SORT6,SORT7,SORT8,SORT9,SORT10,SK1,SK2,SK3,SK4,SK5,SK6,SK7,SK8,SK9,SK10,ARTIKEL_CD,AFLEVERLOCATIE_EAN,FE_ID,FE_VOLGNR,KEUR1,KEUR2,SRVCD_2,EENH_AFTEL,TEELTID,OPMERKING_2,STANDREG_VOLGNR,POS1,POS2,POS3,MIX_CD,VEILGROEP,STICKER_AFGEDRUKT0,BESTELLIJST_AFGEDRUKT,BESTELBON_AFGEDRUKT,EKT_VERSTUURD,KWALITEIT,DEPOT,OPM_VEILMEESTER,PRIJS_MIN,DATUM_EKT,KWEKER_ADMNR,AANTAL_RESTPLAAT,AFROEPPARTIJ,AANBODREFERENTIE,BARCODE,INKOOPPRIJS,PLAATNUMMER,KLEURCODE,TRANSPORTTIJD,RETAILORDER,VERVALLEN,VERVALLEN_DOOR,HANDMATIG_AFGEHANDELD,HANDELSREGELING_TOEGEPAST,EINDKLANTCODE,LANDCODE,SORTERINGSGROEPSVOLGNUMMER,STICKER_AUTOMATISCH_BIJWERKEN
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-06-11,,198,592.02001953125,258842,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-06-11,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:31:38.871000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-06-18,,198,592.02001953125,258843,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-06-18,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:31:57.231000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-06-25,,198,592.02001953125,258844,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-06-25,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:32:06.051000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-02,,198,592.02001953125,258845,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-07-02,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:32:21.422000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-09,,198,592.02001953125,258846,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-07-09,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:32:38.265000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-16,,198,592.02001953125,258847,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-07-16,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:32:48.534000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-23,,198,592.02001953125,258848,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-07-23,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:32:58.542000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-30,,198,592.02001953125,258849,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-07-30,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:33:13.797000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-06,,198,592.02001953125,258850,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-08-06,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:33:23.274000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-13,,198,592.02001953125,258851,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-08-13,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:33:36.089000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-20,,198,592.02001953125,258852,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-08-20,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:33:52.916000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-27,,198,592.02001953125,258853,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-08-27,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:34:08.492000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 19,19 aziaat,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-09-03,,198,592.02001953125,258854,2024-09-25,56857,102402,16,19,45,5,23,198,66,999,3,2.990000009536743,0.0,0.0,0.0,2025-09-03,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,176,,0.0,nan,nan,0,0,4,L,0,,0.0,11:34:20.371000,12,0,0,0,0,0,,,,,,,,,,,176-M,8714231208754,nan,nan,0,0,,nan,0,,806,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-04-02,,1014,4045.860107421875,258857,2024-09-25,56857,109035,27,19,55,3,23,1014,1014,999,1,3.990000009536743,0.0,0.0,0.0,2025-04-02,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,35,,0.0,0.0,nan,0,0,4,L,0,,0.0,11:39:38.381000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,0.0,0.0,0,0,,0.0,0,,807,0,0,0,0,,0,0,0,0,,,,0,,nan,0.0,1,,,,nan,,,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-04-09,,249,993.510009765625,258858,2024-09-25,56857,109035,27,19,55,3,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-04-09,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:40:07.633000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,807,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-04-16,,249,993.510009765625,258863,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-04-16,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:47:09.958000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-04-23,,249,993.510009765625,258864,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-04-23,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:47:29.265000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-04-30,,249,993.510009765625,258865,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-04-30,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:47:40.312000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-05-07,,249,993.510009765625,258866,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-05-07,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:47:51.326000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-05-14,,249,993.510009765625,258867,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-05-14,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:48:16.755000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-05-21,,249,993.510009765625,258868,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-05-21,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:48:30.711000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-05-28,,249,993.510009765625,258869,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-05-28,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:48:49.497000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-06-04,,249,993.510009765625,258870,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-06-04,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:51:08.886000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-06-11,,249,993.510009765625,258871,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-06-11,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:51:21.129000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-06-18,,249,993.510009765625,258872,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-06-18,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:51:41.619000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-06-25,,249,993.510009765625,258873,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-06-25,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,11:51:58.533000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-02,,249,993.510009765625,258874,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-07-02,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:10:13.200000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-09,,249,993.510009765625,258875,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-07-09,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:10:32.120000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-16,,249,993.510009765625,258876,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-07-16,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:10:41.175000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-23,,249,993.510009765625,258877,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-07-23,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:10:53.521000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-07-30,,249,993.510009765625,258878,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-07-30,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:11:05.952000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-06,,249,993.510009765625,258879,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-08-06,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:11:15.420000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-13,,249,993.510009765625,258880,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-08-13,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:11:24.857000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-20,,249,993.510009765625,258881,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-08-20,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:11:36.844000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-08-27,,249,993.510009765625,258882,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-08-27,14:00:00,BOX Aalsm.,,ja,nee,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:11:57.210000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-09-03,,249,993.510009765625,258883,2024-09-25,56857,109035,27,19,50,4,23,249,83,999,3,3.990000009536743,0.0,0.0,0.0,2025-09-03,14:00:00,BOX Aalsm.,,ja,ne,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,4,L,0,,0.0,12:12:11.220000,10,0,0,0,0,0,,,,,,,,,,,35-M,8714231208754,nan,nan,0,0,,nan,0,,804,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,19,,nan,0
Lily Looks - Gemengd,Tiny mix 13,13 aziaat,Roozen GMBH & CO.KG,LIDL,False,geen_daghandel,op afroep,0,2025-04-04,,88800,111888.0,258922,2024-09-26,55542,102402,3,13,35,3,23,88800,5920,999,15,1.2599999904632568,0.0,0.0,0.0,2025-04-04,00:00:00,Af tuin,,nee,Grandiool,Nee,,,,,,0,,,N,,121,435-FR,0.0,nan,nan,0,0,4,Bianc,0,,0.0,09:25:32.351000,8,0,0,0,0,0,,,,,,,,,,,121-lidl,8714231208761,nan,nan,0,0,,nan,0,,817,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,3,FR,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,MARTIN BL.EN PL. GROOTH.,HORNBACH,False,geen_daghandel,op afroep,0,2025-04-02,,3008,7369.60009765625,258885,2024-09-25,56857,109035,3,13,40,3,23,3008,3008,999,1,2.450000047683716,0.0,0.0,0.0,2025-04-02,14:00:00,BOX Aalsm.,,,,,,,,,,0,,,A,Eigen vervoer,9,,0.0,0.0,nan,0,0,4,L,0,,0.0,12:14:20.065000,6,0,0,0,0,0,,,,,,,,,,,9-M,8714231208754,0.0,0.0,0,0,,0.0,0,,805,0,0,0,0,,0,0,0,0,,,,0,,nan,0.0,1,,,,nan,,,0,0,,0,0,19,,nan,0
