verkoop_productnaam,product_naam,product_groep_naam,koper_naam,eindklant_naam,is_ingepakt,handel_type,status,STICKER_AFGEDRUKT,AFLEVERDATUM,BRIEFNR,AANTAL_STUKS,bedrag,BESTELNR,BESTELDATUM,KOPER,PRODUKT,OPMERKINGNR,SORT1,SORT2,SORT3,SORT4,AANTAL_STUKS0,AANTAL_FUST,FUSTCD,STUKS_PER_FUST,PRIJS,DC,PL,STW,AFLEVERDATUM0,AFLEVERTIJD,AFLEVERLOKATIE,OPMERKING,ETIKET,HOES,STICKER,BESTELD_DOOR,INGEVOERD_DOOR,BESTELNR_BB,BESTELNR_KLANT,MUNT,ORDERNR,BRIEFNR0,REGELNR,VEILING,VERVOERDER,REGCD,BESTELNR_KOP,LL,EENH_REST,KARNR,LOCATIENR,TUIN,KARTYPE,INVOERDER,BESTELVOLGNR,BEELDV_REF,OS,BESTELTIJD,SORT5,SORT6,SORT7,SORT8,SORT9,SORT10,SK1,SK2,SK3,SK4,SK5,SK6,SK7,SK8,SK9,SK10,ARTIKEL_CD,AFLEVERLOCATIE_EAN,FE_ID,FE_VOLGNR,KEUR1,KEUR2,SRVCD_2,EENH_AFTEL,TEELTID,OPMERKING_2,STANDREG_VOLGNR,POS1,POS2,POS3,MIX_CD,VEILGROEP,STICKER_AFGEDRUKT0,BESTELLIJST_AFGEDRUKT,BESTELBON_AFGEDRUKT,EKT_VERSTUURD,KWALITEIT,DEPOT,OPM_VEILMEESTER,PRIJS_MIN,DATUM_EKT,KWEKER_ADMNR,AANTAL_RESTPLAAT,AFROEPPARTIJ,AANBODREFERENTIE,BARCODE,INKOOPPRIJS,PLAATNUMMER,KLEURCODE,TRANSPORTTIJD,RETAILORDER,VERVALLEN,VERVALLEN_DOOR,HANDMATIG_AFGEHANDELD,HANDELSREGELING_TOEGEPAST,EINDKLANTCODE,LANDCODE,SORTERINGSGROEPSVOLGNUMMER,STICKER_AUTOMATISCH_BIJWERKEN
Or. gemeng,Oriental 19 mix,19 oriëntal,Roozen GMBH & CO.KG,LIDL,False,geen_daghandel,op afroep,0,2025-06-27,,2160,6933.60009765625,260205,2024-12-13,55542,109035,27,19,50,5,23,2160,360,999,6,3.2100000381469727,0.0,0.0,0.0,2025-06-27,14:00:00,Logistiek Naaldwijk,,Nee,Grandiool,Nee,,,,,,0,,,N,Eigen vervoer,35,624 CZ,0.0,nan,nan,0,0,4,L,0,,0.0,14:10:33.909000,10,0,0,0,0,0,,,,,,,,,,,35-lidl,8713783479070,nan,nan,0,0,,nan,0,,814,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,3,CZ,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-04-18,,960,2342.400146484375,259860,2024-11-21,420139,109035,3,13,40,3,23,960,120,408,8,2.440000057220459,0.0,0.0,0.0,2025-04-18,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,0.0,nan,0,0,4,L,0,,0.0,13:02:21.945000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,0.0,0.0,0,0,,0.0,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,0.0,1,,,,nan,,,0,0,,0,0,11,,nan,0
Lily Looks - Gemengd,Tiny mix 13,13 aziaat,Greenyard Flower Trade,REWE,False,geen_daghandel,op afroep,0,2025-03-06,,18000,29880.0,260018,2024-11-27,61242,102402,3,13,38,3,23,18000,1500,999,12,1.659999966621399,0.0,0.0,0.0,2025-03-06,14:00:00,TUIN,regio Ost,,REWE,,,,,,,0,,,N,Eigen vervoer,121,,0.0,nan,nan,0,0,1,Bianc,0,,0.0,11:42:11.212000,7,0,0,0,0,0,,,,,,,,,,,121-RBW,8714231208747,nan,nan,0,0,,nan,0,,808,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,7,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-04-25,,720,1756.800048828125,259861,2024-11-21,420139,109035,3,13,40,3,23,720,90,408,8,2.440000057220459,0.0,0.0,0.0,2025-04-25,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:03:24.339000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-05-02,,320,780.800048828125,259862,2024-11-21,420139,109035,3,13,40,3,23,320,40,408,8,2.440000057220459,0.0,0.0,0.0,2025-05-02,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:03:25.949000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-05-09,,320,780.800048828125,259863,2024-11-21,420139,109035,3,13,40,3,23,320,40,408,8,2.440000057220459,0.0,0.0,0.0,2025-05-09,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:03:27.707000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-05-16,,920,2244.800048828125,259864,2024-11-21,420139,109035,3,13,40,3,23,920,115,408,8,2.440000057220459,0.0,0.0,0.0,2025-05-16,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:05.292000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-05-23,,160,390.4000244140625,259865,2024-11-21,420139,109035,3,13,40,3,23,160,20,408,8,2.440000057220459,0.0,0.0,0.0,2025-05-23,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:06.740000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-05-30,,640,1561.60009765625,259866,2024-11-21,420139,109035,3,13,40,3,23,640,80,408,8,2.440000057220459,0.0,0.0,0.0,2025-05-30,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:08.123000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-06-06,,80,195.20001220703125,259867,2024-11-21,420139,109035,3,13,40,3,23,80,10,408,8,2.440000057220459,0.0,0.0,0.0,2025-06-06,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:09.537000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-06-13,,480,1171.2000732421875,259868,2024-11-21,420139,109035,3,13,40,3,23,480,60,408,8,2.440000057220459,0.0,0.0,0.0,2025-06-13,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:10.988000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-06-20,,80,195.20001220703125,259869,2024-11-21,420139,109035,3,13,40,3,23,80,10,408,8,2.440000057220459,0.0,0.0,0.0,2025-06-20,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:20.881000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-06-27,,160,390.4000244140625,259870,2024-11-21,420139,109035,3,13,40,3,23,160,20,408,8,2.440000057220459,0.0,0.0,0.0,2025-06-27,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:22.182000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-07-04,,160,390.4000244140625,259871,2024-11-21,420139,109035,3,13,40,3,23,160,20,408,8,2.440000057220459,0.0,0.0,0.0,2025-07-04,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:23.659000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-07-11,,160,390.4000244140625,259872,2024-11-21,420139,109035,3,13,40,3,23,160,20,408,8,2.440000057220459,0.0,0.0,0.0,2025-07-11,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:25.126000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-07-18,,160,390.4000244140625,259873,2024-11-21,420139,109035,3,13,40,3,23,160,20,408,8,2.440000057220459,0.0,0.0,0.0,2025-07-18,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:26.510000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. gemeng,Oriëntal 13 mix,13 oriëntal,WATERDRINKER RETAIL,ICA,False,geen_daghandel,op afroep,0,2025-07-25,,160,390.4000244140625,259874,2024-11-21,420139,109035,3,13,40,3,23,160,20,408,8,2.440000057220459,0.0,0.0,0.0,2025-07-25,14:00:00,BOX Aalsm.,Wit en roze,ja,NEE,ja op pot,,,,,,0,,,A,Eigen vervoer,9,,0.0,nan,nan,0,0,4,L,0,,0.0,13:04:27.876000,6,0,0,0,0,0,,,,,,,,,,,9-mix-r,8714231208754,nan,nan,0,0,,nan,0,,9,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,11,,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-02-05,,252,919.800048828125,259879,2024-11-21,65815,109036,27,19,50,4,23,252,4,999,63,3.6500000953674316,nan,nan,nan,2025-02-05,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,nan,nan,nan,0,0,2,L,0,,0.0,13:41:06.348000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-02-12,,126,459.9000244140625,259880,2024-11-21,65815,109036,27,19,50,4,23,126,2,999,63,3.6500000953674316,nan,nan,nan,2025-02-12,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,nan,nan,nan,0,0,2,L,0,,0.0,13:41:36.994000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-12-24,,378,1379.7000732421875,259883,2024-11-21,65815,109036,27,19,50,4,23,378,6,999,63,3.6500000953674316,0.0,0.0,0.0,2025-12-24,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:45.125000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-12-17,,189,689.8500366210938,259884,2024-11-21,65815,109036,27,19,50,4,23,189,3,999,63,3.6500000953674316,0.0,0.0,0.0,2025-12-17,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:45.468000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-12-10,,252,919.800048828125,259885,2024-11-21,65815,109036,27,19,50,4,23,252,4,999,63,3.6500000953674316,0.0,0.0,0.0,2025-12-10,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:45.818000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-12-03,,252,919.800048828125,259886,2024-11-21,65815,109036,27,19,50,4,23,252,4,999,63,3.6500000953674316,0.0,0.0,0.0,2025-12-03,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:46.173000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-11-19,,189,689.8500366210938,259888,2024-11-21,65815,109036,27,19,50,4,23,189,3,999,63,3.6500000953674316,0.0,0.0,0.0,2025-11-19,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:46.869000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-11-12,,63,229.95001220703125,259889,2024-11-21,65815,109036,27,19,50,4,23,63,1,999,63,3.6500000953674316,0.0,0.0,0.0,2025-11-12,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:47.198000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-11-05,,378,1379.7000732421875,259890,2024-11-21,65815,109036,27,19,50,4,23,378,6,999,63,3.6500000953674316,0.0,0.0,0.0,2025-11-05,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:47.542000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-10-29,,252,919.800048828125,259891,2024-11-21,65815,109036,27,19,50,4,23,252,4,999,63,3.6500000953674316,0.0,0.0,0.0,2025-10-29,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:47.878000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-10-22,,252,919.800048828125,259892,2024-11-21,65815,109036,27,19,50,4,23,252,4,999,63,3.6500000953674316,0.0,0.0,0.0,2025-10-22,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:48.214000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-10-15,,126,459.9000244140625,259893,2024-11-21,65815,109036,27,19,50,4,23,126,2,999,63,3.6500000953674316,0.0,0.0,0.0,2025-10-15,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:48.568000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. gemeng,Oriental 19 mix,19 oriëntal,Greeenplus/Kinomi,TESCO ,False,geen_daghandel,op afroep,0,2025-02-19,,2967,9939.4501953125,259947,2024-11-22,66144,109035,27,19,50,4,23,2967,2967,999,1,3.3499999046325684,43.0,86.0,0.0,2025-02-19,10:00:00,BOX Aalsm.,,,19 (K68)Bl,Nee,,,,,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,10:46:15.509000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,1,GB,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-10-08,,126,459.9000244140625,259894,2024-11-21,65815,109036,27,19,50,4,23,126,2,999,63,3.6500000953674316,0.0,0.0,0.0,2025-10-08,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:48.914000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-10-01,,126,459.9000244140625,259895,2024-11-21,65815,109036,27,19,50,4,23,126,2,999,63,3.6500000953674316,0.0,0.0,0.0,2025-10-01,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:49.249000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-09-24,,189,689.8500366210938,259896,2024-11-21,65815,109036,27,19,50,4,23,189,3,999,63,3.6500000953674316,0.0,0.0,0.0,2025-09-24,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:49.625000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-09-17,,252,919.800048828125,259897,2024-11-21,65815,109036,27,19,50,4,23,252,4,999,63,3.6500000953674316,0.0,0.0,0.0,2025-09-17,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:49.956000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-09-10,,189,689.8500366210938,259898,2024-11-21,65815,109036,27,19,50,4,23,189,3,999,63,3.6500000953674316,0.0,0.0,0.0,2025-09-10,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:50.302000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-09-03,,315,1149.75,259899,2024-11-21,65815,109036,27,19,50,4,23,315,5,999,63,3.6500000953674316,0.0,0.0,0.0,2025-09-03,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:50.644000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-08-27,,315,1149.75,259900,2024-11-21,65815,109036,27,19,50,4,23,315,5,999,63,3.6500000953674316,0.0,0.0,0.0,2025-08-27,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:50.998000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
Or. mix kar,Oriental 19 mix,19 oriëntal,Floral Connection,CLERC,False,geen_daghandel,op afroep,0,2025-08-20,,504,1839.60009765625,259901,2024-11-21,65815,109036,27,19,50,4,23,504,8,999,63,3.6500000953674316,0.0,0.0,0.0,2025-08-20,14:00:00,BOX Aalsm.,,nee,potcover,ja,,,,201,,0,,,A,Eigen vervoer,35,,0.0,nan,nan,0,0,2,L,0,,0.0,13:43:51.379000,10,0,0,0,0,0,,,,,,,,,,,35,8714231208754,nan,nan,0,0,,nan,0,,0,0,0,0,0,,0,0,0,0,,,,0,,nan,nan,1,,,,nan,,18:00:00,0,0,,0,0,34,FR,nan,0
